address	class	file	action	baseline	new_status	behaviour	reason
0088f8d0	CGameScriptInterface	CGameScriptInterface_StartCountdownTimer_0088f8d0.cpp	skip				NOT_GENUINE
0088f900	CGameScriptInterface	CGameScriptInterface_GetCountdownTimer_0088f900.cpp	applied	MATCH	MATCH	PASS	APPLIED(test kept)
0088f910	CGameScriptInterface	CGameScriptInterface_AutoSaveCheckPoint_0088f910.cpp	skip				NO_THIS_STRUCT
0088f920	CGameScriptInterface	CGameScriptInterface_AutoSaveQuestStart_0088f920.cpp	skip				NO_STRUCT
0088f930	CGameScriptInterface	CGameScriptInterface_AutoSave_0088f930.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
0088f940	CGameScriptInterface	CGameScriptInterface_SetSavingAsEnabled_0088f940.cpp	applied	MATCH	MATCH	PASS	APPLIED(test kept)
0088f950	CGameScriptInterface	CGameScriptInterface_IsSavingEnabled_0088f950.cpp	applied	MATCH	MATCH	PASS	APPLIED
0088f960	CGameScriptInterface	global_SetSaveGameMarkerPos_0088f960.cpp	skip				NO_THIS_STRUCT
0088f970	CGameScriptInterface	CGameScriptInterface_ResetToFrontEnd_0088f970.cpp	skip				NO_STRUCT
0088f980	CGameScriptInterface	CGameScriptInterface_SetGuildSealRecallLocation_0088f980.cpp	applied	MATCH	MATCH	PASS	APPLIED
0088f9b0	CGameScriptInterface	CGameScriptInterface_GetGuildSealRecallPos_0088f9b0.cpp	skip				NO_THIS_STRUCT
0088f9e0	CGameScriptInterface	CGameScriptInterface_GetGuildSealRecallAngleXY_0088f9e0.cpp	applied	MATCH	MATCH	PASS	APPLIED(test kept)
0088fa80	CGameScriptInterface	CGameScriptInterface_SetPlayerUsingMeleeDummies_0088fa80.cpp	skip				NO_STRUCT
0088fa90	CGameScriptInterface	CGameScriptInterface_GetPlayerUsingMeleeDummies_0088fa90.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
0088faa0	CGameScriptInterface	CGameScriptInterface_SetPlayerUsingRangedDummies_0088faa0.cpp	skip				NO_STRUCT
0088fab0	CGameScriptInterface	CGameScriptInterface_GetPlayerUsingRangedDummies_0088fab0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
0088fac0	CGameScriptInterface	CGameScriptInterface_SetPlayerUsingWillDummies_0088fac0.cpp	skip				NO_STRUCT
0088fad0	CGameScriptInterface	CGameScriptInterface_GetPlayerUsingWillDummies_0088fad0.cpp	skip				NO_STRUCT
0088fae0	CGameScriptInterface	CGameScriptInterface_SetCheapHeadLooking_0088fae0.cpp	skip				NO_STRUCT
0088faf0	CGameScriptInterface	CGameScriptInterface_GetCheapHeadLooking_0088faf0.cpp	skip				NO_STRUCT
0088fb00	CGameScriptInterface	CGameScriptInterface_SetQuitTavernGame_0088fb00.cpp	skip				NO_STRUCT
0088fb10	CGameScriptInterface	CGameScriptInterface_GetQuitTavernGame_0088fb10.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
0088fb20	CGameScriptInterface	CGameScriptInterface_SetPrizeTavernTable_0088fb20.cpp	skip				NO_STRUCT
0088fb30	CGameScriptInterface	CGameScriptInterface_GetPrizeTavernTable_0088fb30.cpp	skip				NO_STRUCT
0088fb40	CGameScriptInterface	CGameScriptInterface_SetBettingActive_0088fb40.cpp	skip				NO_STRUCT
0088fb50	CGameScriptInterface	CGameScriptInterface_GetBettingActive_0088fb50.cpp	skip				NO_STRUCT
0088fb60	CGameScriptInterface	CGameScriptInterface_SetBettingAccept_0088fb60.cpp	skip				NO_STRUCT
0088fb70	CGameScriptInterface	CGameScriptInterface_GetBettingAccept_0088fb70.cpp	skip				NO_STRUCT
0088fb80	CGameScriptInterface	CGameScriptInterface_SetBettingAmount_0088fb80.cpp	skip				NO_STRUCT
0088fb90	CGameScriptInterface	CGameScriptInterface_GetBettingAmount_0088fb90.cpp	skip				NO_STRUCT
0088fba0	CGameScriptInterface	CGameScriptInterface_SetCountBetMoneyDown_0088fba0.cpp	skip				NO_STRUCT
0088fbb0	CGameScriptInterface	CGameScriptInterface_GetCountBetMoneyDown_0088fbb0.cpp	skip				NO_STRUCT
0088fbc0	CGameScriptInterface	CGameScriptInterface_SetSpotTheAdditionBeaten_0088fbc0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
0088fbd0	CGameScriptInterface	CGameScriptInterface_GetSpotTheAdditionBeaten_0088fbd0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
0088fbe0	CGameScriptInterface	CGameScriptInterface_SetGlobalTargetingDistanceOffset_0088fbe0.cpp	skip				NO_STRUCT
0088fbf0	CGameScriptInterface	CGameScriptInterface_GetGlobalTargetingDistanceOffset_0088fbf0.cpp	skip				NO_STRUCT
0088fc00	CGameScriptInterface	CGameScriptInterface_SetTradingPriceMult_0088fc00.cpp	skip				NO_STRUCT
0088fc10	CGameScriptInterface	CGameScriptInterface_GetTradingPriceMult_0088fc10.cpp	skip				NO_STRUCT
0088fc20	CGameScriptInterface	CGameScriptInterface_SetBoastingEnabled_0088fc20.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
0088fc30	CGameScriptInterface	CGameScriptInterface_GetBoastingEnabled_0088fc30.cpp	skip				NO_STRUCT
0088fc90	CGameScriptInterface	CGameScriptInterface_HeroHasExpression_0088fc90.cpp	skip				NO_THIS_STRUCT
0088fcc0	CGameScriptInterface	CGameScriptInterface_GiveHeroAbility_0088fcc0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
0088fd60	CGameScriptInterface	CGameScriptInterface_IsEntityInLimbo_0088fd60.cpp	skip	MATCH	SRC_FAIL		PARITY_CHANGED(MATCH->SRC_FAIL)
0088fdc0	CGameScriptInterface	CGameScriptInterface_SetTimeOfDay_0088fdc0.cpp	skip				NO_THIS_STRUCT
0088fe30	CGameScriptInterface	global_GetTimeOfDay_0088fe30.cpp	skip				NO_STRUCT
0088fe40	CGameScriptInterface	global_IsTimeOfDayBetween_0088fe40.cpp	skip				NO_THIS_STRUCT
0088fe50	CGameScriptInterface	CGameScriptInterface_GetDayOfWeek_0088fe50.cpp	applied	MATCH	MATCH	PASS	APPLIED
0088fe70	CGameScriptInterface	CGameScriptInterface_GetDayCount_0088fe70.cpp	applied	MATCH	MATCH	PASS	APPLIED
0088fe80	CGameScriptInterface	global_SetTimeAsStopped_0088fe80.cpp	skip				NO_THIS_STRUCT
0088fe90	CGameScriptInterface	CGameScriptInterface_FastForwardTimeTo_0088fe90.cpp	skip				NO_THIS_STRUCT
0088fee0	CGameScriptInterface	CGameScriptInterface_TransitionToTheme_0088fee0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
0088ff10	CGameScriptInterface	CGameScriptInterface_ResetToDefaultTheme_0088ff10.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
0088ff30	CGameScriptInterface	CGameScriptInterface_TransitionToThemeAllInternals_0088ff30.cpp	skip				NO_THIS_STRUCT
0088ffb0	CGameScriptInterface	CGameScriptInterface_TransitionToThemeExternals_0088ffb0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
0088fff0	CGameScriptInterface	CGameScriptInterface_ResetToDefaultThemeExternals_0088fff0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00890010	CGameScriptInterface	CGameScriptInterface_SetEnvironmentThemeWeightAllChannels_00890010.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00890040	CGameScriptInterface	CGameScriptInterface_SetEnvironmentThemeWeightAllInternals_00890040.cpp	skip				NO_THIS_STRUCT
00890090	CGameScriptInterface	CGameScriptInterface_SetEnvironmentThemeWeightExternals_00890090.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
00890150	CGameScriptInterface	CGameScriptInterface_RadialBlurFadeOut_00890150.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00890170	CGameScriptInterface	CGameScriptInterface_IsRadialBlurFadeActive_00890170.cpp	applied	MATCH	MATCH	PASS	APPLIED
00890180	CGameScriptInterface	CGameScriptInterface_CancelRadialBlurFade_00890180.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
008901a0	CGameScriptInterface	global_RadialBlurSetCenterWorldPos_008901a0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
008901c0	CGameScriptInterface	CGameScriptInterface_DisplacementMonochromeEffectColourFadeTo_008901c0.cpp	skip				NOT_GENUINE
008901e0	CGameScriptInterface	CGameScriptInterface_DisplacementMonochromeEffectColourFa_008901e0.cpp	skip				NO_STRUCT
00890200	CGameScriptInterface	CGameScriptInterface_ScreenFilterFadeOut_00890200.cpp	skip				NO_THIS_STRUCT
00890220	CGameScriptInterface	CGameScriptInterface_IsEntityWieldingMeleeWeapon_00890220.cpp	skip				VTABLE_TYPED(vt)
00890250	CGameScriptInterface	CGameScriptInterface_IsEntityWieldingRangedWeapon_00890250.cpp	skip				NO_EXACT_MAP(beyond sizeof 0x54)
00890280	CGameScriptInterface	CGameScriptInterface_IsEntityAbleToAttack_00890280.cpp	skip				VTABLE_TYPED(vt)
008902b0	CGameScriptInterface	CGameScriptInterface_IsHeroChild_008902b0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
008902e0	CGameScriptInterface	CGameScriptInterface_GiveHeroObject_008902e0.cpp	skip				NO_THIS_STRUCT
00890370	CGameScriptInterface	CGameScriptInterface_GetHeroHealth_00890370.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
008903a0	CGameScriptInterface	CGameScriptInterface_GetHeroHealthMax_008903a0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
008903d0	CGameScriptInterface	CGameScriptInterface_GetHeroHealthPercentage_008903d0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
00890400	CGameScriptInterface	CGameScriptInterface_GetHealth_00890400.cpp	skip				VTABLE_TYPED(vt)
00890430	CGameScriptInterface	CGameScriptInterface_ModifyThingHealth_00890430.cpp	skip				VIRTUAL_THIS
00890670	CGameScriptInterface	CGameScriptInterface_IsHeroInProjectile_00890670.cpp	skip				NO_STRUCT
00890690	CGameScriptInterface	CGameScriptInterface_EntityAttachToScript_00890690.cpp	skip				VTABLE_TYPED(vt)
008907c0	CGameScriptInterface	global_RemoveConversation_008907c0.cpp	skip				NO_THIS_STRUCT
008907d0	CGameScriptInterface	CGameScriptInterface_IsConversationActive_008907d0.cpp	skip				NO_STRUCT
008907e0	CGameScriptInterface	CGameScriptInterface_FadeScreenOutUntilNextCallToFadeScreenIn_008907e0.cpp	skip				NO_THIS_STRUCT
00890870	CGameScriptInterface	CGameScriptInterface_SetFactionAsAlliedToFaction_00890870.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
008908c0	CGameScriptInterface	CGameScriptInterface_SetFactionAsNeutralToFaction_008908c0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00890910	CGameScriptInterface	CGameScriptInterface_SetFactionAsEnemyToFaction_00890910.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00890960	CGameScriptInterface	CGameScriptInterface_GetNextInOpinionAttitudeGraph_00890960.cpp	skip				NO_STRUCT
00890970	CGameScriptInterface	CGameScriptInterface_GetOpinionAttitudeAsString_00890970.cpp	skip				NO_THIS_STRUCT
00890b50	CGameScriptInterface	CGameScriptInterface_SetToKeepHeroAbilitiesDuringCutscenes_00890b50.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00890b70	CGameScriptInterface	CGameScriptInterface_PreloadNewScene_00890b70.cpp	skip	RELOCATION_MATCH	SRC_FAIL		PARITY_CHANGED(RELOCATION_MATCH->SRC_FAIL)
00890b90	CGameScriptInterface	CGameScriptInterface_SetEnvironmentalEffectsAlwaysUpdate_00890b90.cpp	applied	MATCH	MATCH	PASS	APPLIED(test kept)
00890e80	CGameScriptInterface	CGameScriptInterface_EntitySetNegateAllHits_00890e80.cpp	skip				VTABLE_TYPED(vt)
00890ec0	CGameScriptInterface	CGameScriptInterface_EntitySetEvadeAllHits_00890ec0.cpp	skip				VIRTUAL_THIS
00890f00	CGameScriptInterface	CGameScriptInterface_EntitySetAbleToBeEngagedInCombat_00890f00.cpp	skip				VTABLE_TYPED(vt)
00890f40	CGameScriptInterface	CGameScriptInterface_EntityResetCombatTypeToDefault_00890f40.cpp	skip				NO_THIS_STRUCT
00890fc0	CGameScriptInterface	CGameScriptInterface_CameraResetToViewBehindHero_00890fc0.cpp	skip				NO_EXACT_MAP(+0x48 field48)
00890ff0	CGameScriptInterface	CGameScriptInterface_CameraDefault_00890ff0.cpp	skip				NO_THIS_STRUCT
00891220	CGameScriptInterface	CGameScriptInterface_OverrideMusic_00891220.cpp	skip				VIRTUAL_THIS
008912a0	CGameScriptInterface	CGameScriptInterface_StopOverrideMusic_008912a0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
00891310	CGameScriptInterface	CGameScriptInterface_CacheMusicSet_00891310.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
00891320	CGameScriptInterface	CGameScriptInterface_EnableDangerMusic_00891320.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00891330	CGameScriptInterface	CGameScriptInterface_IsDangerMusicEnabled_00891330.cpp	skip				NO_THIS_STRUCT
008913a0	CGameScriptInterface	CGameScriptInterface_GetTextString_008913a0.cpp	skip	RELOCATION_MATCH	SRC_FAIL		PARITY_CHANGED(RELOCATION_MATCH->SRC_FAIL)
008913c0	CGameScriptInterface	CGameScriptInterface_IsHeroInTavernGame_008913c0.cpp	skip				NO_THIS_STRUCT
008913f0	CGameScriptInterface	CGameScriptInterface_AddQuestCard_008913f0.cpp	skip				NO_THIS_STRUCT
00891490	CGameScriptInterface	CGameScriptInterface_RemoveQuestCardFromGuild_00891490.cpp	skip				NO_THIS_STRUCT
008914e0	CGameScriptInterface	CGameScriptInterface_RemoveQuestCardFromHero_008914e0.cpp	skip				NO_STRUCT
00891510	CGameScriptInterface	CGameScriptInterface_RemoveAllAvailableQuestCardsFromGuil_00891510.cpp	skip				NO_STRUCT
00891520	CGameScriptInterface	CGameScriptInterface_FailAllActiveQuests_00891520.cpp	skip				NO_STRUCT
00891530	CGameScriptInterface	CGameScriptInterface_GetAllActiveQuestInfo_00891530.cpp	skip				NO_THIS_STRUCT
00891540	CGameScriptInterface	CGameScriptInterface_AddFeatCard_00891540.cpp	skip				NO_STRUCT
00891550	CGameScriptInterface	CGameScriptInterface_IsBoastTaken_00891550.cpp	skip				NO_THIS_STRUCT
00891580	CGameScriptInterface	CGameScriptInterface_RemoveBoast_00891580.cpp	skip				NO_THIS_STRUCT
008915b0	CGameScriptInterface	global_SetBoastAsFailed_008915b0.cpp	skip				NO_STRUCT
008915e0	CGameScriptInterface	CGameScriptInterface_SetBoastAsCompleted_008915e0.cpp	skip				NO_STRUCT
00891610	CGameScriptInterface	CGameScriptInterface_GetMostRecentValidUsedTarget_00891610.cpp	skip				NO_THIS_STRUCT
00891680	CGameScriptInterface	CGameScriptInterface_GetMostRecentValidUsedTargetName_00891680.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
008916a0	CGameScriptInterface	CGameScriptInterface_SheatheHeroWeapons_008916a0.cpp	skip				NO_THIS_STRUCT
00891720	CGameScriptInterface	CGameScriptInterface_ChangeHeroHealthBy_00891720.cpp	skip				NO_THIS_STRUCT
008917f0	CGameScriptInterface	CGameScriptInterface_GiveHeroNewQuestObjective_008917f0.cpp	skip				NO_STRUCT
00891800	CGameScriptInterface	CGameScriptInterface_TellHeroQuestObjectiveCompleted_00891800.cpp	skip				NO_THIS_STRUCT
00891810	CGameScriptInterface	CGameScriptInterface_TellHeroQuestObjectiveFailed_00891810.cpp	skip				NO_THIS_STRUCT
00891820	CGameScriptInterface	CGameScriptInterface_AddQuestRegion_00891820.cpp	skip				NO_THIS_STRUCT
00891860	CGameScriptInterface	CGameScriptInterface_SetQuestWorldMapOffset_00891860.cpp	skip				NO_STRUCT
00891870	CGameScriptInterface	CGameScriptInterface_IsHeroOnQuest_00891870.cpp	skip				NO_STRUCT
00891880	CGameScriptInterface	CGameScriptInterface_GetActiveQuestName_00891880.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
00891920	CGameScriptInterface	CGameScriptInterface_DisplayQuestInfo_00891920.cpp	skip				NO_THIS_STRUCT
00891ac0	CGameScriptInterface	CGameScriptInterface_AddQuestInfoBar_00891ac0.cpp	skip				NO_THIS_STRUCT
00891b20	CGameScriptInterface	CGameScriptInterface_AddQuestInfoTimer_00891b20.cpp	skip				NO_THIS_STRUCT
00891b50	CGameScriptInterface	CGameScriptInterface_AddQuestInfoCounterList_00891b50.cpp	skip				NO_THIS_STRUCT
00891b80	CGameScriptInterface	CGameScriptInterface_UpdateQuestInfoBar_00891b80.cpp	skip				NO_THIS_STRUCT
00891ba0	CGameScriptInterface	CGameScriptInterface_ChangeQuestInfoBarColour_00891ba0.cpp	skip				NO_THIS_STRUCT
00891bb0	CGameScriptInterface	CGameScriptInterface_UpdateQuestInfoTimer_00891bb0.cpp	skip				NO_THIS_STRUCT
00891bd0	CGameScriptInterface	CGameScriptInterface_UpdateQuestInfoCounter_00891bd0.cpp	skip				NO_THIS_STRUCT
00891be0	CGameScriptInterface	CGameScriptInterface_UpdateQuestInfoCounterList_00891be0.cpp	skip				NO_THIS_STRUCT
00891bf0	CGameScriptInterface	CGameScriptInterface_UpdateQuestInfoTick_00891bf0.cpp	skip				NO_THIS_STRUCT
00891c10	CGameScriptInterface	CGameScriptInterface_RemoveQuestInfoElement_00891c10.cpp	skip				NO_THIS_STRUCT
00891c30	CGameScriptInterface	CGameScriptInterface_RemoveAllQuestInfoElements_00891c30.cpp	skip				NO_STRUCT
00891c40	CGameScriptInterface	CGameScriptInterface_DisplayMoneyBag_00891c40.cpp	skip				NO_THIS_STRUCT
00891c60	CGameScriptInterface	CGameScriptInterface_DisplayMiniGameInfo_00891c60.cpp	skip				NO_THIS_STRUCT
00891c80	CGameScriptInterface	CGameScriptInterface_UpdateMiniGameInfoBar_00891c80.cpp	skip				NO_THIS_STRUCT
00891d50	CGameScriptInterface	CGameScriptInterface_GetThingWithUID_00891d50.cpp	skip				NO_THIS_STRUCT
00891ea0	CGameScriptInterface	CGameScriptInterface_IsHeroAllowedHenchmenInCurrentRegion_00891ea0.cpp	skip				NOT_GENUINE
00891ef0	CGameScriptInterface	CGameScriptInterface_IsHeroAllowedHenchmenInRegion_00891ef0.cpp	skip				NOT_GENUINE
00892030	CGameScriptInterface	CGameScriptInterface_MiniMapRemoveAllMarkers_00892030.cpp	skip				NO_STRUCT
00892050	CGameScriptInterface	CGameScriptInterface_SetHUDEnabled_00892050.cpp	skip				NO_STRUCT
00892270	CGameScriptInterface	CGameScriptInterface_IsInCutscene_00892270.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00892280	CGameScriptInterface	CGameScriptInterface_SetCutsceneSkippable_00892280.cpp	skip				NO_THIS_STRUCT
008922a0	CGameScriptInterface	CGameScriptInterface_SetCutsceneSkippableWhilePaused_008922a0.cpp	skip				NO_THIS_STRUCT
008922c0	CGameScriptInterface	CSubtitleRenderer_SetCutsceneActionMode_008922c0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
008922d0	CGameScriptInterface	CGameScriptInterface_SetScreenMessagesEnabled_008922d0.cpp	skip				NO_THIS_STRUCT
008922f0	CGameScriptInterface	CGameScriptInterface_CameraUseCameraPoint_008922f0.cpp	skip				NOT_GENUINE
00892380	CGameScriptInterface	CGameScriptInterface_CameraUseCameraPoint_00892380.cpp	skip				NOT_GENUINE
00892410	CGameScriptInterface	CGameScriptInterface_CameraMoveToPosAndLookAtPos_00892410.cpp	skip				NOT_GENUINE
008924b0	CGameScriptInterface	CGameScriptInterface_CameraMoveToPosAndLookAtThing_008924b0.cpp	skip				NOT_GENUINE
00892610	CGameScriptInterface	CGameScriptInterface_CameraMoveBetweenLookFromAndLookTo_00892610.cpp	skip				NOT_GENUINE
00892b30	CGameScriptInterface	CGameScriptInterface_IsSafeToDisplayGameInfo_00892b30.cpp	skip				NO_THIS_STRUCT
00892b50	CGameScriptInterface	CGameScriptInterface_CameraCircleAroundThing_00892b50.cpp	skip				NOT_GENUINE
00892c20	CGameScriptInterface	CGameScriptInterface_CameraCircleAroundPos_00892c20.cpp	skip				NOT_GENUINE
00892d70	CGameScriptInterface	global_SetCreatureGeneratorsEnabledDuringScript_00892d70.cpp	skip				NO_STRUCT
00892df0	CGameScriptInterface	CGameScriptInterface_ClearAllRumbles_00892df0.cpp	skip				VTABLE_TYPED(vt)
00892e80	CGameScriptInterface	CGameScriptInterface_ActivateQuest_00892e80.cpp	skip				NO_THIS_STRUCT
00892ea0	CGameScriptInterface	CGameScriptInterface_ActivateMultipleQuests_00892ea0.cpp	skip				NO_THIS_STRUCT
00892ec0	CGameScriptInterface	CGameScriptInterface_ActivateQuestWithoutLoadingResources_00892ec0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED(test kept)
00892ee0	CGameScriptInterface	CGameScriptInterface_ActivateMultipleQuestsWithoutLoadingResources_00892ee0.cpp	skip				NO_THIS_STRUCT
00892f00	CGameScriptInterface	CGameScriptInterface_DeactivateQuest_00892f00.cpp	skip				NO_THIS_STRUCT
00892f10	CGameScriptInterface	CGameScriptInterface_DeactivateQuestLater_00892f10.cpp	skip				NO_THIS_STRUCT
00892f40	CGameScriptInterface	CGameScriptInterface_IsQuestActive_00892f40.cpp	skip				NO_STRUCT
00892f50	CGameScriptInterface	CGameScriptInterface_IsQuestRegistered_00892f50.cpp	skip				NO_STRUCT
00892f60	CGameScriptInterface	CGameScriptInterface_IsQuestCompleted_00892f60.cpp	skip				NO_STRUCT
00892f70	CGameScriptInterface	CGameScriptInterface_IsQuestFailed_00892f70.cpp	skip				NO_STRUCT
00892f80	CGameScriptInterface	CGameScriptInterface_SetQuestAsCompleted_00892f80.cpp	skip	RELOCATION_MATCH	SRC_FAIL		PARITY_CHANGED(RELOCATION_MATCH->SRC_FAIL)
00892fd0	CGameScriptInterface	CGameScriptInterface_SetQuestAsFailed_00892fd0.cpp	skip	RELOCATION_MATCH	SRC_FAIL		PARITY_CHANGED(RELOCATION_MATCH->SRC_FAIL)
00893020	CGameScriptInterface	CGameScriptInterface_SetQuestAsPersistent_00893020.cpp	skip				NO_THIS_STRUCT
00893030	CGameScriptInterface	CGameScriptInterface_GetExclusiveQuestScriptName_00893030.cpp	skip				NO_STRUCT
00893040	CGameScriptInterface	CGameScriptInterface_GetActiveGossipCategoriesSize_00893040.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00893050	CGameScriptInterface	CGameScriptInterface_GetIsGossipForPlayerSize_00893050.cpp	skip				NO_STRUCT
00893060	CGameScriptInterface	CGameScriptInterface_AddBoast_00893060.cpp	skip				NO_THIS_STRUCT
00893ec0	CGameScriptInterface	CGameScriptInterface_MsgOnHeroSlept_00893ec0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00893f80	CGameScriptInterface	CGameScriptInterface_MsgOnHeroCastSpell_00893f80.cpp	skip				NO_THIS_STRUCT
008942c0	CGameScriptInterface	CGameScriptInterface_MsgOnChestOpeningCancelled_008942c0.cpp	skip	RELOCATION_MATCH	SRC_FAIL		PARITY_CHANGED(RELOCATION_MATCH->SRC_FAIL)
00894300	CGameScriptInterface	CGameScriptInterface_MsgIsQuestionAnsweredYesOrNo_00894300.cpp	skip				NO_THIS_STRUCT
00894370	CGameScriptInterface	CGameScriptInterface_MsgIsGameInfoClickedPast_00894370.cpp	skip				NO_THIS_STRUCT
00894490	CGameScriptInterface	CGameScriptInterface_RemoveDeadCreature_00894490.cpp	skip				NOT_GENUINE
00895090	CGameScriptInterface	CGameScriptInterface_ManuallyTriggerTrap_00895090.cpp	skip				VTABLE_TYPED(vt)
008950e0	CGameScriptInterface	CGameScriptInterface_ManuallyResetTrap_008950e0.cpp	skip				VTABLE_TYPED(vt)
00896210	CGameScriptInterface	CGameScriptInterface_IsSleepingTime_00896210.cpp	skip	RELOCATION_MATCH	DIFFER(83v83)		PARITY_CHANGED(RELOCATION_MATCH->DIFFER(83v83))
00896df0	CGameScriptInterface	CGameScriptInterface_KickOffCreditsScreen_00896df0.cpp	skip				NO_THIS_STRUCT
00896e60	CGameScriptInterface	CGameScriptInterface_SetPreferredQuickAccessItem_00896e60.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00896ee0	CGameScriptInterface	CGameScriptInterface_GetDeathRecoveryMarkerName_00896ee0.cpp	skip				NOT_GENUINE
00896f60	CGameScriptInterface	CGameScriptInterface_SetDeathRecoveryMarkerName_00896f60.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00896fd0	CGameScriptInterface	CGameScriptInterface_ResetDeathRecoveryMarkerNameToDefaul_00896fd0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
008970f0	CGameScriptInterface	CGameScriptInterface_ResetWhetherToFailQuestOnDeathToDefa_008970f0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
008974f0	CGameScriptInterface	CGameScriptInterface_IsEntityWieldingWeapon_008974f0.cpp	skip				NOT_GENUINE
008979c0	CGameScriptInterface	CGameScriptInterface_IsEntityMarriedToHero_008979c0.cpp	skip				NOT_GENUINE
00897a30	CGameScriptInterface	CGameScriptInterface_IsEntityMarriable_00897a30.cpp	skip				NOT_GENUINE
00897aa0	CGameScriptInterface	CGameScriptInterface_GetHeroHasMarried_00897aa0.cpp	skip				NOT_GENUINE
00897b10	CGameScriptInterface	CGameScriptInterface_GetHeroHasCurrentMarriage_00897b10.cpp	skip				NOT_GENUINE
00897b70	CGameScriptInterface	CGameScriptInterface_GetHeroHasDivorcedMarriage_00897b70.cpp	skip				NOT_GENUINE
00897bd0	CGameScriptInterface	CGameScriptInterface_GetHeroHasChildren_00897bd0.cpp	skip				NOT_GENUINE
00897c30	CGameScriptInterface	CGameScriptInterface_GetHeroHasMurderedWife_00897c30.cpp	skip				NOT_GENUINE
008987e0	CGameScriptInterface	CGameScriptInterface_ConfiscateAllHeroWeapons_008987e0.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00898a50	CGameScriptInterface	CGameScriptInterface_GiveHeroTutorial_00898a50.cpp	skip				NOT_GENUINE
00898b30	CGameScriptInterface	CGameScriptInterface_SetWeaponAsHerosActiveWeapon_00898b30.cpp	applied	RELOCATION_MATCH	RELOCATION_MATCH	PASS	APPLIED
00898bb0	CGameScriptInterface	CGameScriptInterface_GiveHeroItem_00898bb0.cpp	skip				NO_THIS_STRUCT
00899060	CGameScriptInterface	CGameScriptInterface_SetHeroAbleToGainExperience_00899060.cpp	skip				NOT_GENUINE
008990c0	CGameScriptInterface	CGameScriptInterface_GiveHeroRenownPoints_008990c0.cpp	skip				NOT_GENUINE
00899140	CGameScriptInterface	CGameScriptInterface_GetHeroRenownLevel_00899140.cpp	skip				NOT_GENUINE
