00401312	Init_CallFunctionPointers	autoname-t5 [medium]: iterates DAT_01369060..01369160; calls function pointers; likely module initialization
004046f0	ListNode_Create_Circular	autoname-t5 [medium]: malloc 0x10; self-referential pointers at +0 and +4; circular linked list
0040bb90	CUserProfileManager_SaveAndCleanup	autoname-t5 [high]: calls CUserProfileManager::Save; manages 0x90/0x8c/0xa8 offsets; cleanup logic
00410550	MemoryPool_AdvancePointer	autoname-t5 [medium]: manages param_1 offset progression; free + rotation logic; 0x80 block size
004199c0	HeroAbility_StringToID	autoname-t5 [high]: string match on HERO_ABILITY_*; returns ability ID enum values 0xb-0x11
0041c090	CGraphicFrameData_ReleaseReference	autoname-t5 [high]: refcount decrement + Uninitialise call + nested object release
0041ceb3	CASound_PlayFromSymbol	autoname-t5 [high]: calls GetSoundIndexFromSymbol + CSoundInit; sound playback initiation
0041d0a8	CASound_PlayMessage	autoname-t5 [high]: calls MessageMap::FindMessageByID + CSoundInit; message-based sound playback
0042c43f	CTC_FindInterface_0x10e	autoname-t5 [medium]: bitset test 0x10e + LowerBound lookup; UI interface type 0x10e
0042c48b	CTC_FindInterface_0x11	autoname-t5 [medium]: bitset test 0x11 + LowerBound lookup; UI interface type 0x11
0042c4d6	CTC_FindInterface_0x17	autoname-t5 [medium]: bitset test 0x17 + LowerBound lookup; UI interface type 0x17
0042c521	CTC_FindInterface_4	autoname-t5 [medium]: bitset test 4 + LowerBound lookup; UI interface type 4
0042c56c	CTCBase_FindInterfaceType_0x19	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0x19; getter for TC interface container
0042c5b7	CTCBase_FindInterfaceType_0x16	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0x16
0042c602	CTCBase_FindInterfaceType_0x29	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0x29
0042c64d	CTCBase_FindInterfaceType_0xe8	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0xe8
0042c699	CTCBase_FindInterfaceType_0x1b	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0x1b
0042c6e4	CTCBase_FindInterfaceType_0x6f	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0x6f
0042c72f	CTCBase_FindInterfaceType_0x13	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0x13
0042c77a	CTCBase_FindInterfaceType_0x14	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0x14
0042c7c5	CTCBase_FindInterfaceType_0x12	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0x12
0042c810	CTCBase_FindInterfaceType_0xf6	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0xf6
0042c85c	CTCBase_FindInterfaceType_0x10d	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0x10d
0042c8a8	CTCBase_FindInterfaceType_0xd0	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0xd0
0042c8f4	CTCBase_FindInterfaceType_0xfc	autoname-t5 [medium]: thiscall, bitset::test + CVectorMap::LowerBound pattern for interface lookup at ID 0xfc
0042d604	CChangingStateComponent_StateChangeHandler_1	autoname-t5 [medium]: thiscall CChangingStateComponent, calls CFrontEndManager::GetInstance and ChangeState; state transition wrapper
0042d65b	CChangingStateComponent_StateChangeHandler_2	autoname-t5 [medium]: thiscall CChangingStateComponent, calls CFrontEndManager::GetInstance and ChangeState; state transition wrapper
0042e3ce	FrontEnd_CheckQuickAssignInventory	autoname-t5 [medium]: calls CTBaseSingleton::Get and GetCanItemBeQuickAssigned; inventory eligibility check
004303f0	CMemoryBlock_Destructor	autoname-t5 [high]: thiscall, calls ~CMemoryBlock, free, operator_delete; memory block deallocator
00431e80	CParentDefClassBase_CopyAssign_1	autoname-t5 [medium]: thiscall CParentDefClassBase, calls operator=, bulk member copies; copy-assign operator
00433db5	STL_AllocateAndInitializeArray	autoname-t5 [medium]: calls malloc, _Uninit_copy; allocates and initializes templated array
00434370	CParentDefClassBase_CopyAssign_2	autoname-t5 [medium]: thiscall CParentDefClassBase, calls operator=, bulk member copies; copy-assign operator
00443840	CGuiControlTreePane_Destructor_1	autoname-t5 [medium]: __fastcall, calls SortTreeRecursively, free, operator_delete; GUI tree pane cleanup
00443bd0	CGuiControlTreePane_Destructor_2	autoname-t5 [medium]: thiscall, calls SortTreeRecursively, free, operator_delete, Catch; GUI tree pane cleanup
00443c10	CGuiControlTreePane_Destructor_3	autoname-t5 [medium]: thiscall, calls SortTreeRecursively, free, operator_delete, Catch; GUI tree pane cleanup
00444e10	CGuiControlTreePane_Destructor_4	autoname-t5 [medium]: __fastcall, calls SortTreeRecursively twice, free, operator_delete, Catch; GUI tree pane cleanup
00444e50	CGuiControlTreePane_Destructor_5	autoname-t5 [medium]: __fastcall, calls SortTreeRecursively twice, free, operator_delete, Catch; GUI tree pane cleanup
00449440	Vector_InsertElement	autoname-t5 [medium]: thiscall, calls Vector_Reallocate, manages refcount; vector element push/insertion
0044c26d	InitializeFloatArray_Ones	autoname-t5 [medium]: __fastcall sets 8 dwords to 0x3f800000 (1.0f); initializes float array to ones (likely color/scale)
004536ae	CThingBuildingDef_CopyAssign_1	autoname-t5 [medium]: thiscall CThingBuildingDef, calls operator=, bulk member copies; copy-assign operator
0045370a	CThingBuildingDef_CopyAssign_2	autoname-t5 [medium]: thiscall CThingBuildingDef, calls operator=, bulk member copies; copy-assign operator
004537a5	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x40 subset of member fields
00453815	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x34 subset
0045389e	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x30 subset with byte accesses
00453911	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies large 0x28-0xc4 range including CCharString fields at 0x7c, 0xa4, 0xa8, 0xb8, 0xc4
00453b4d	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x44 subset
00453be8	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x38 subset
00453c20	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x38 subset
00453c58	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x70 with byte accesses at 0x2c-0x2d and 0x5c-0x5d
00453cea	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x4d with byte accesses at 0x4c-0x4d
00453d46	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies CCharString at 0x28 and 0x4c, 0x50 with various fields
00453f63	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, calls CCombatAbilityData::operator= at 0x28
00453f93	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, calls CCombatAbilityData::operator= at 0x28
00453fc9	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x60 range
0045403d	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x34 subset
00454088	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x48 subset
004540f1	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x74 range
00454183	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x50 range
004541df	CThingBuildingDef::operator=	autoname-t5 [high]: thiscall + calls CThingBuildingDef::operator= base, copies 0x28-0x5c range
