004159a0	InitFlags_Field4_26	sets byte this+4=0xff and this+0x26=0; small field initializer, no context
0042d9d0	Field_SetToMinusOne	single store *param_1 = 0xffffffff, no other context
0043368c	Stub_ReturnVoid	1-byte function, empty body, just returns
0044c6af	Stub_ReturnVoid	1-byte function, empty body, just returns
004c6680	Object_AllocAndStorePtr	malloc(0x1c) stored to *param_1 with no field init
004c72a0	Stub_ReturnVoid	empty body, just returns
004fe7f0	CollectSoundThemeSwitchDefs	iterates entity list, builds a set, uses CCharString "SOUND_THEME" + CDefinitionManager::GetDef<CThingPhysicalSwitchDef> and tree walk — gathers sound-theme switch defs
00507070	RebuildStringPairTableFromTree	thiscall rebuilds a vector<pair<CCharString,CCharString>> via _Copy_impl/InsertMultipleAndGrow and tree-traversal reconstruction
00528410	Object_AllocAndStorePtr	malloc(0x28) stored to *param_1, no field init
00528480	Object_AllocAndStorePtr	malloc(0x20) stored to *param_1, no field init
005284b0	Object_AllocAndStorePtr	malloc(0x20) stored to *param_1, no field init
00528520	Object_AllocAndStorePtr	malloc(0x24) stored to *param_1, no field init
00528590	Object_AllocAndStorePtr	malloc(0x20) stored to *param_1, no field init
005297a0	Stub_ReturnZero	3-byte function returning constant 0
00553490	Object_AllocAndStorePtr	malloc(0x1c) stored to *param_1, no field init
00566b70	Object_AllocAndStorePtr	malloc(0x1c) stored to *param_1, no field init
00566be0	Object_AllocAndStorePtr	malloc(0x18) stored to *param_1, no field init
00566ca0	Object_AllocAndStorePtr	malloc(0x20) stored to *param_1, no field init
0056cf70	Object_AllocAndStorePtr	malloc(0x34) stored to *param_1, no field init
0056cfa0	Object_AllocAndStorePtr	malloc(0x20) stored to *param_1, no field init
0056d010	Object_AllocAndStorePtr	malloc(0x18) stored to *param_1, no field init
005e0200	Object_AllocAndStorePtr	malloc(0x18) stored to *param_1, no field init
005e8e50	Object_AllocAndStorePtr	malloc(0x18) stored to *param_1, no field init
00615580	Ptr_AllocStore_00615580	malloc(0x18) stored at *param_1, no linking: opaque block allocation
006155b0	Ptr_AllocStore_006155b0	malloc(0x6c) stored at *param_1, no linking: opaque block allocation
00615650	Ptr_AllocStore_00615650	malloc(0x1c) stored at *param_1, no linking: opaque block allocation
00623a80	Ptr_AllocStore_00623a80	malloc(0x18) stored at *param_1, no linking: opaque block allocation
00630b60	Ptr_AllocStore_00630b60	malloc(0x18) stored at *param_1, no linking: opaque block allocation
00630b90	Ptr_AllocStore_00630b90	malloc(0x18) stored at *param_1, no linking: opaque block allocation
0063ec80	Return_Identity_0063ec80	Returns its single argument unchanged (identity/stub)
00662020	Getter_FieldE0_FC	single deref *(*(this+0xe0)+0xfc), no callers/callees; opaque accessor
0067af60	Ptr_AllocStore_0067af60	malloc(0x18) stored at *param_1, no linking: opaque block allocation
0067afd0	Ptr_AllocStore_0067afd0	malloc(0x18) stored at *param_1, no linking: opaque block allocation
0067b040	Ptr_AllocStore_0067b040	malloc(0x18) stored at *param_1, no linking: opaque block allocation
006960a0	Ptr_AllocStore_006960a0	malloc(0x1c) stored at *param_1, no linking: opaque block allocation
006960d0	Ptr_AllocStore_006960d0	malloc(0x1c) stored at *param_1, no linking: opaque block allocation
006e6930	Ptr_AllocStore_006e6930	malloc(0x40) stored at *param_1, no linking: opaque block allocation
006f0af0	ObjHolder_AllocStore_0x20_006f0af0	Zeroes holder then stores malloc(0x20) pointer; opaque object-holder ctor, no callers/type context
006f0b60	ObjHolder_AllocStore_0x88_006f0b60	Zeroes holder then stores malloc(0x88) pointer; opaque object-holder ctor
006f0b90	ObjHolder_AllocStore_0x18_006f0b90	Zeroes holder then stores malloc(0x18) pointer; opaque object-holder ctor
006f0c00	ObjHolder_AllocStore_0x18_006f0c00	Zeroes holder then stores malloc(0x18) pointer; opaque object-holder ctor
0071f860	ObjHolder_AllocStore_0x34_0071f860	Zeroes holder then stores malloc(0x34) pointer; opaque object-holder ctor
00737f50	ObjHolder_AllocStore_0x24_00737f50	Zeroes holder then stores malloc(0x24) pointer; opaque object-holder ctor
