# forge-autoname tranche 4 (wf_f4aa7c44-54d, 2026-07-21)
00c767e0	Partition_Copy_Split	[forge-autoname4 conf=medium] Thiscall splits range into two parts calling virtual method 0x18 twice, but no clear evidence of std::_Partition_Copy or 'Unguarded' semantics; generic partition/copy operation
00c1ba70	Weapon_ExtractClassAndScale	[forge-autoname4 conf=medium] Fastcall reads offset 0x12 and passes to WeaponClassToFloatScale; direct callee evidence supports extraction pattern
00c95140	Waveform_FindBestFrequencyFit	[forge-autoname4 conf=medium] Called by Waveform_Synthesize, computes factorials in loop with power/floor math, bounds-checking loop structure matches frequency fitting
005fa26b	Std_Introsort_8BytePartitionRecurse	[forge-autoname4 conf=medium] Recursive quicksort with depth limit, calls std_Partition_8Byte and std_MinOfThree; classic introsort pattern
005fa2f6	Std_Introsort_8BytePartitionRecurse_Alt	[forge-autoname4 conf=medium] Identical logic to 005fa26b but calls different helper functions; variant introsort implementation
0065ddb0	DoublyLinkedList_RemoveNode	[forge-autoname4 conf=high] Unlinks node by relinking prev->next and next->prev, calls destructor, frees; standard doubly-linked list removal
0065de1d	DoublyLinkedList_RemoveNode	[forge-autoname4 conf=high] Identical implementation to 0065ddb0
0065dee4	DoublyLinkedList_RemoveNode	[forge-autoname4 conf=high] Identical implementation to 0065ddb0
0065df69	DoublyLinkedList_RemoveNode	[forge-autoname4 conf=high] Identical implementation to 0065ddb0
0065e073	DoublyLinkedList_RemoveNode	[forge-autoname4 conf=high] Identical implementation to 0065ddb0
009ee1f0	BinaryTreeNode_FindMax	[forge-autoname4 conf=medium] Traverses right child at offset+8, then left subtree at offset+0xc; tree successor/max finding pattern
00a81e20	Std_Insert_Into_Sorted_List	[forge-autoname4 conf=medium] Thiscall shifts elements backward while comparing nested offsets, calls std::list::operator=; insertion into sorted container
00a83570	Std_Heap_Construct_And_Adjust	[forge-autoname4 conf=medium] Calls malloc, Std_List_Construct_From_Iterator_Range, _Adjust_heap; heap construction from iterator range
