3ed17967aae0bb92	entry	1	12	00401067	
3475e6033c7d2b4b	FUN_004017b0	0	10	004017b0	CheckRequirements
2a42c04fed713e8f	FUN_00401b20	0	3	00401b20	Config_Release
c59321e9ef31a7a7	FUN_00401c00	0	13	00401c00	  was unable to access the hard disc. Lo
0c7d355865319266	FUN_00401f30	0	1	00401f30	full_build_version.txt
b5128323ebea4389	FUN_00401fe0	0	6	00401fe0	EBUEula
fdb27932a2af2453	FUN_00402130	0	9	00402130	TEXT_GUI_WINLOGO_ERROR_MY_DOCS_FOLDER_RE
411ac63f04a02dac	FUN_004023f0	0	3	004023f0	Fable - The Lost Chapters
abf9c652c69d0265	FUN_00402510	0	44	00402510	Data\CompiledDefs\
ae573ea313f6b28f	FUN_00403480	0	3	00403480	Global\Fable: The Lost Chapters
5095bacdcad3aa41	FUN_00403b10	0	4	00403b10	BBB GUID
065c81f183760c42	FUN_00403ff0	0	5	00403ff0	BFALSE
ffd0c6a3fcfdb79d	FUN_00405350	0	19	00405350	CancelOnOKClick
65ca9334530b54a1	FUN_004069e0	0	2	004069e0	Default
d7a26798a50dfe3a	FUN_00406a80	0	2	00406a80	<Empty Slot Name>
9230a87f0f60f5d2	FUN_00406ae0	0	1	00406ae0	TEXT_GUI_SAVE_MANUAL_SAVE_NAME
8325f66ee5d2b59c	FUN_00406c20	0	2	00406c20	AutoSave
dd85ae98285ebd07	FUN_00407e10	0	3	00407e10	AutoSave
0dba439ac75a621d	FUN_004083e0	0	1	004083e0	CONFIG_OPTIONS_DEFAULTS_DEF
2f0b7ccff1d43e93	FUN_004085f0	0	4	004085f0	FABLE_PC_CONTROL_SCHEME_GDD
a1019f80df04326b	FUN_00408820	0	2	00408820	FABLE_PC_CONTROL_SCHEME_GDD_WASD
b3606928c7ef6fec	FUN_00408a70	0	1	00408a70	_TITLE
70ba7cdd5e6c1572	FUN_00409730	0	3	00409730	FablePro
fbf29cb06b84a86c	FUN_00409fd0	0	43	00409fd0	Antialiasing
b3606928c7ef6fec	FUN_0040b790	0	1	0040b790	_TITLE
fc5da55acc5610b2	FUN_0040bca0	0	44	0040bca0	Antialiasing
7a4de03681200359	FUN_0040cec0	0	3	0040cec0	Default
45b8ea430dfee27e	FUN_0040e510	0	1	0040e510	Unable to find closing quote
45b8ea430dfee27e	FUN_0040e710	0	1	0040e710	Unable to find closing quote
8784ec426a4c5df9	FUN_0040f6b0	0	3	0040f6b0	
d93fb4bba5fc6dd3	FUN_0040f7e0	0	1	0040f7e0	Unable to find symbol 
3d94ad4734f97ab5	FUN_0040fa20	0	1	0040fa20	CActionInputControl
0ea6f18139a7f9d6	FUN_00410de0	0	3	00410de0	bitset
dc535b0272ba99ac	FUN_004112a0	0	3	004112a0	CActionInputControl
8784ec426a4c5df9	FUN_00411630	0	3	00411630	
32779d7020dbeb35	FUN_004138d0	0	4	004138d0	build_retail_static_maps
ca871310525064a7	FUN_00413c50	0	28	00413c50	AllowDataGeneration
e0c04930e39ad1a0	FUN_00415070	0	8	00415070	TEXT_CHINESE_MAIN
e0c04930e39ad1a0	FUN_00415260	0	8	00415260	TEXT_CHINESE_MAIN
e29ce46eadef492f	FUN_00415350	0	8	00415350	FONT_CHINESE_MAIN
866b0edbfcac0306	FUN_00415440	0	8	00415440	STREAMING_FONT_CHINESE_PC
bd5a33b0730e58de	FUN_00415550	0	8	00415550	CHINESE_SOUND_SETUP
d57210653b92245e	FUN_00415640	0	8	00415640	UI_LOCALE_GRAPHICS_ENGLISH
7c7fedcc15c2b01b	FUN_00415e85	0	4	00415e85	Mem use log at 
b11d8cd291575da7	FUN_004168dc	0	2	004168dc	ENG_ARIAL_18
c2a73ad66edb916c	FUN_00416953	0	4	00416953	Activate Initial Quests
095020ddaa496fcc	FUN_00416c8a	0	3	00416c8a	GBANK_MAIN
e9400478411a09ac	FUN_0041735a	0	2	0041735a	Init World Init
b2ba4c4e7caa88ae	FUN_00417418	0	2	00417418	Init Display Engine: Calling Init
0e3c33990fcfae6e	FUN_004174f1	0	2	004174f1	PARTICLE_MAIN
2b9f2c22382fe95b	FUN_00417568	0	1	00417568	Nearest supported resolution is (%d,%d,%
06344a48d12b85c9	FUN_00417a58	0	12	00417a58	.lug
dda87fc4c6a00709	FUN_004184bd	0	17	004184bd	Adding Console Variables
fc346f1a18e36091	FUN_00419d90	0	3	00419d90	ActivateQuest
b4037a54b6e2933b	FUN_0041a060	0	1	0041a060	Data\Levels\
d5b0ca5bff77e8d2	FUN_0041a100	0	1	0041a100	Data\Graphics\
32899f1178751403	FUN_0041a1c0	0	1	0041a1c0	Data\Meshes\
394521420feb4e1e	FUN_0041a1e0	0	1	0041a1e0	Data\Shaders\
39254b2756074b42	FUN_0041a200	0	1	0041a200	Data\EngineCache\
8427e551119d6605	FUN_0041a220	0	2	0041a220	\Microsoft\Fable\
b4037a54b6e2933b	FUN_0041a410	0	1	0041a410	Data\Levels\
485bbfbac82de9d1	FUN_0041a4c0	0	1	0041a4c0	My Games\Fable\
dcb2a28a9a9d752d	FUN_0041a4f0	0	2	0041a4f0	My Games\Fable\
dcb2a28a9a9d752d	FUN_0041a540	0	2	0041a540	My Games\Fable\
cf88aaacb9990fc0	FUN_0041a5b0	0	2	0041a5b0	My Games\Fable\
19f026d0bf6d2f46	FUN_0041a600	0	2	0041a600	My Games\Fable\
c049d188fe825d3c	FUN_0041a650	0	2	0041a650	My Games\Fable\
ccf6b60a963e00ab	FUN_0041a6a0	0	1	0041a6a0	Data\Tattoos\
fa07656ff97d6a95	FUN_0041afa0	0	3	0041afa0	
2a63806ad76b42e5	FUN_0041d98a	0	1	0041d98a	UI_ICONS_DEF
b098f0aa7ce8a3ea	FUN_0041db84	0	5	0041db84	TEXT_GUI_CONTROLLER_DISCONNECT
dbcc637c038e973a	FUN_0041e3f6	0	2	0041e3f6	GBANK_FRONT_END
eedb17cec1f2811e	FUN_00427216	0	18	00427216	PC_TICK_SLIDER
73981c477fe6414f	FUN_00427dc9	0	4	00427dc9	UI_LEVEL_SLIDER
a19cdef6dde9eb0b	FUN_00427f31	0	3	00427f31	UI_STATIC_SLIDER_BUTTON
cf80393510b2f8d5	FUN_0042819a	0	4	0042819a	UI_STATIC_SLIDER_BIDIRECTIONAL_BUTTON
ac7dfaa493931c31	FUN_00428494	0	3	00428494	MENU_ENTRY_TEXT
e2c5c53d6bb5e852	FUN_0042af9e	0	1	0042af9e	CObjectAugmentationsDef
5520e7519de1e592	FUN_0042b0a2	0	1	0042b0a2	CAppearanceDef
e058129f30fe5393	FUN_0042b248	0	1	0042b248	CAugmentationDef
6e6a99f87f6e0920	FUN_0042ddb3	0	1	0042ddb3	GBANK_FRONT_END
4f56108384c732db	FUN_0042e17c	0	2	0042e17c	data\sound\frontend.lug
c21c6d33171eb520	FUN_0042f5a9	0	6	0042f5a9	CONTROL_SCHEME
fa44b48005db5a25	FUN_004336bc	0	19	004336bc	CONFIG_OPTIONS_DEFAULTS_DEF
f4225a0ef50120fa	FUN_004350d0	0	3	004350d0	Init Display Engine: Init Engine
6ab87a4369ab914c	FUN_00435190	0	4	00435190	ENGINE
df92647ab434a50a	FUN_00435530	0	8	00435530	.tga
8784ec426a4c5df9	FUN_00436ac0	0	3	00436ac0	
64f09cbebf8de05c	FUN_00438570	0	1	00438570	PLAYER_GUI_PC
64f09cbebf8de05c	FUN_00438770	0	1	00438770	PLAYER_GUI_PC
64f09cbebf8de05c	FUN_004387f0	0	1	004387f0	PLAYER_GUI_PC
