00c29eb0	Ctor_SetVtable_012b40a4	low	Only stores &PTR_LAB_012b40a4 into *this; a minimal ctor/vtable setter, no other evidence
00c29f50	Ctor_Init_012b40a4	low	Sets vtable 012b40a4 then this[1]=-1, this[2]=0; constructor initializing two fields
00c3b440	NodeList_TransferAll_c3b440	medium	Reserves via this[1]->vf10(param2->vf3c()+node->vf28()) then loops param2->vf2c/vf20 moving each into this->vf24; splice/transfer of all elements
00c452f0	NodeList_TransferAll_c452f0	medium	Byte-identical to c3b440: element transfer loop (param2->vf2c/vf20 -> this->vf24) with pre-reserve
00c45440	NodeList_TransferAll_c45440	medium	Byte-identical container element-transfer loop (template instantiation)
00c46bb0	NodeList_TransferAll_c46bb0	medium	Byte-identical container element-transfer loop (template instantiation)
00c479a0	NodeList_TransferAll_c479a0	medium	Byte-identical container element-transfer loop (template instantiation)
00c47af0	NodeList_TransferAll_c47af0	medium	Byte-identical container element-transfer loop (template instantiation)
00c52aa0	CPU_IsCpuidSupported	high	Classic EFLAGS ID-flag (bit 0x200000) toggle test: XOR 0x200000 and compare - detects CPUID support
00c57070	Stream_CheckBytesAvailable	medium	Calls source->vf10(peek), then compares current pos (param+0xc/0x10) against required count (param+0x14); returns bool "enough bytes"
00c58270	Audio_RouteChannels2_c58270	medium	Channel-count at this[8]; routes source this[1..4] to dest param2 and param2+0x200 via vf0x18(...,0x3f000000=0.5f)/vf0x20; stereo channel setup
00c582f0	Audio_RouteChannels2_c582f0	medium	Sibling of c58270: routes this[1..4] to param2/+0x200 via vf0x10(...,0x4000)/vf0x14; two-channel routing
00c58630	Audio_RouteChannels4_c58630	medium	Handles 1/2/4 channels writing param2,+0x200,+0x400,+0x600 from this[1..4] via vf0x10/vf0x14; four-channel routing
00c592c0	Ctor_SetVtable_012b8f64	low	Stores &PTR_LAB_012b8f64 into *this; minimal ctor/vtable setter
