00c9cb60	Math_ComputeByteChunkCount	low	arithmetic n + n/255 + 1 (255-byte chunk count); called by CLandscapeBackgroundDynamicBuildTemplate::UpdateTerrainGrid, no other context
00662020	Getter_FieldE0_FC	low	single deref *(*(this+0xe0)+0xfc), no callers/callees; opaque accessor
008368f0	ConditionalVirtualDispatch_OnLevelUnload	low	checks global DAT_013b8394 and flag bit at this+0x91 then virtual-calls *(this+0x98)+0x34; caller SetToKillOnLevelUnload
009b8c00	Vector_InsertOrReallocPair_DefClassInfo	medium	caller std::make_heap_pair_fixup; callees _Move_backward on pair<ulong,CDefClassInfo>, CCharString::operator=, insertion-sort shift: vector insert-with-realloc
00a2c960	Vector_ReallocInsert_CScriptThing	medium	caller vector_push_back_generic; mallocs cap*0x10, _Uninit_copy of CScriptThing, frees old buffer, updates begin/end/cap (this[0..2])
00a46530	Vector_InsertConditionalShift_Decal	medium	caller _Copy_impl; callees _Move_backward on pair<pair<long,long>,CEngineTextureDecal>, CCharString::operator=, Vector_Insert_ConditionalShift
00c19f90	Getter_Field84	low	returns *(this+0x84); no callers/callees, opaque accessor
00c20ef0	IsStateStreaming_2to4	low	returns 1 if short at obj+0xac in {2,3,4} else 0; caller GetTexturesInUse (likely texture-state check)
00c2d7b0	CTCInventory_CheckSlotTypeNegative	low	caller CTCInventory_EquipItem; returns -1 if short at this+0xe is 1 or 2, else 0
00c2e480	ProcessResourceChunksUntilQuickAssignFails	medium	iterates collection at (*this+0x10) via vtable count/get, calls C3DAnimationSequence_ProcessResourceChunk then stops if !GetCanItemBeQuickAssigned
00c2ea30	ProcessAllAnimationEvents	medium	iterates collection at (*this+0x20) via vtable count(+0x3c)/get(+0x34), calls AnimationEvent_Process on each
00c2ea70	ProcessAllAnimationEventMappings	medium	iterates collection at (*this+0x20), calls AnimationEvent_ProcessMapping on each element
00c2eab0	ProcessAllEventTriggerDrivers	medium	iterates collection at (*this+0x10), calls EventTrigger_ProcessSingleDriver(*elem, elem+3) on each
00c2f070	PKCAutoDelete_AssertCheckedAndClear_Vsync	medium	PKCAutoDelete.h "Shouls have checked first..." assert via NScript operator&& chain; clears *param_1 and returns old; caller ProcessLoadingFrame_Vsync
00c2f190	PKCAutoDelete_AssertCheckedAndClear_Water	medium	identical PKCAutoDelete assert-and-clear pattern; caller CMessageEvent_ProcessLoadingFrame_Water
00c2f2b0	PKCAutoDelete_AssertCheckedAndClear_Graphics	medium	identical PKCAutoDelete assert-and-clear pattern; caller CMessageEvent_ProcessLoadingFrame_Graphics
00c334d0	CTCHeroStats_GetVectorArraysIfInitialized	low	caller SaveToFile; returns global 0x143bb58 masked by CTCHeroStats::InitializeVectorArrays result
00c336f0	Constraint_NotifyGlobalManager	low	caller AddConstraintRepeat; via global DAT_0143bb5c virtual-calls handler(+0x1d4/+0x1c) and object at +0x58
00c359e0	CExclusiveAssert_OnQuestItemUsed_Bool	low	thin bool wrapper over CExclusiveAssert::OnQuestItemUsed; caller CCodaFrameStreamer_Initialize
00c362f0	CSBAgents_BuildAndDispatch_A	low	SEH frame constructs CSBAgents temp then virtual-calls +0x28 with it; no named caller
00c364a0	PropertyContainerObject_Construct	medium	__thiscall ctor: sets vtable PTR_LAB_012b5180, RedblackTree_NodeCtor, CDateAndTime ctor, CCamera_InitializeOcclusionGrid; caller CTCPropertyContainer_InitializeObject
00c36e00	CSBAgents_BuildAndDispatch_SummonerLightning	low	constructs CSBAgents temp and virtual-calls +0x28; caller CActionSummonerLightningAttackTarget::ExecuteAttackSequence
