address	name	length	bytes
0045f711	?Copy@CSpecialAbilitiesMultiStrikeDef@@UAEXPBVCDefClassBase@@@Z	5	e900000000
0045f7c2	?Copy@CSpecialAbilitiesMultiArrowDef@@UAEXPBVCDefClassBase@@@Z	5	e900000000
0045f84f	CSpecialAbilitiesBerserkDef::Copy	5	e900000000
0045fabc	?Copy@CSpecialAbilitiesBulletTimeDef@@UAEXPBVCDefClassBase@@@Z	5	e900000000
0045fd4e	CSpecialAbilitiesForcePushDef::Copy	5	e900000000
0045fe26	CSpecialAbilitiesEnflameDef::Copy	5	e900000000
0045fede	?Copy@CSpecialAbilitiesPhysicalShieldDef@@UAEXPBVCDefClassBase@@@Z	5	e900000000
004600c6	CSpecialAbilitiesDrainLifeDef::Copy	5	e900000000
0046012c	CSpecialAbilitiesHealLifeDef::Copy	5	e900000000
00460180	CSpecialAbilitiesGhostSwordDef::Copy	5	e900000000
004601e5	CSpecialAbilitiesTurncoatSpellDef::Copy	5	e900000000
00460251	CSpecialAbilitiesFireballSpellDef::Copy	5	e900000000
0046029f	CSpecialAbilitiesLightningSpellDef::Copy	5	e900000000
00460452	CSpecialAbilitiesSummonSpellDef::Copy	5	e900000000
004604ca	CSpecialAbilitiesBurntEffectDef::Copy	5	e900000000
00460518	CSpecialAbilitiesElectrocutedEffectDef::Copy	5	e900000000
00460584	CSpecialAbilitiesDrunkennessDef::Copy	5	e900000000
004605e0	CSpecialAbilitiesThunderLightningStormDef::Copy	5	e900000000
00460652	CSpecialAbilitiesDivineWrathDef::Copy	5	e900000000
004608c1	CSpecialAbilitiesUnholyPowerDef::Copy	5	e900000000
00460a14	CSpecialAbilitiesCreatureTintDef::Copy	5	e900000000
00460a5c	CSoundDef::Copy	5	e900000000
0046133f	CArmourDef::Copy	5	e900000000
00461ac8	CHitLocationDef::Copy	5	e900000000
00461d4b	CCombatSequenceDef::Copy	5	e900000000
00461ed3	CLightningDef::Copy	5	e900000000
00461f77	CHeroCombatDef::Copy	5	e900000000
0046244c	CMeleeCombatAbilityDef::Copy	5	e900000000
004625f8	CMeleeCombatKnockdownEffects::Copy	5	e900000000
00462678	CThingShotDef::Copy	5	e900000000
004628cb	CPlayerMovementDef::Copy	5	e900000000
00462969	CSimBuildingDef::Copy	5	e900000000
004629f6	CEngineThemeDef::Copy	5	e900000000
00462b10	CBrainDef::Copy	5	e900000000
00462e28	CPlayerInventoryDef::Copy	5	e900000000
00463b9d	CEntitySoundDef::Copy	5	e900000000
004642f5	CThingObjectDef::Copy	5	e900000000
004643ca	CThingBuildingDef::Copy	5	e900000000
00464531	CThingPhysicalSwitchDef::Copy	5	e900000000
00465eae	CGlobalDef::Copy	5	e900000000
00460c33	OnReadFinished	14	8b0185c0740750e8d5dd790059c3
00460d67	OnReadFinished	14	8b0185c0740750e8a1dc790059c3
00460ea7	OnReadFinished	14	8b0185c0740750e861db790059c3
00461009	OnReadFinished	14	8b0185c0740750e8ffd9790059c3
0046131b	OnReadFinished	14	8b0185c0740750e8edd6790059c3
00461eaf	OnReadFinished	14	8b0185c0740750e859cb790059c3
00462595	OnReadFinished	14	8b0185c0740750e873c4790059c3
00462ca2	OnReadFinished	14	8b0185c0740750e866bd790059c3
00462e04	OnReadFinished	14	8b0185c0740750e804bc790059c3
00462f42	OnReadFinished	14	8b0185c0740750e8c6ba790059c3
0046324a	OnReadFinished	14	8b0185c0740750e8beb7790059c3
00464b8a	CSimVoicesDef::Transfer	16	83c13c518b4c2408e803000000c20400
0046280e	CCreatureAbilityDef::Copy	25	56578b7c240c578bf1e8b4f6fcff8b473c5f89463c5ec20400
0046284b	CThingGroupDef::Copy	25	56578b7c240c578bf1e877f6fcff8a47395f8846395ec20400
004629b9	CEngineThemeGroupDef::Copy	25	56578b7c240c578bf1e809f5fcff8a47395f8846395ec20400
004644fa	CThingSwitchDef::Copy	25	56578b7c240c578bf1e848f4ffff8b47705f8946705ec20400
0040d8d0	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	27	568bf18b0e85c97410ff490475058b01ff5004c706000000005ec3
0043cd00	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	27	568bf18b0e85c97410ff490475058b01ff5004c706000000005ec3
0043cfd0	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	27	568bf18b0e85c97410ff490475058b01ff5004c706000000005ec3
0046420b	_Fill_n<unsigned_long*,unsigned_int,unsigned_long>	27	85d28bc1761285c074088b4c24048b09890883c0044a75eec20400
00465a57	_Fill_n<unsigned_long*,unsigned_int,unsigned_long>	27	85d28bc1761285c074088b4c24048b09890883c0044a75eec20400
004664ff	`vector_deleting_destructor'	28	568bf1e849605900f644240801740756e8a8847900598bc65ec20400
00464513	?Copy@CThingVillageDef@@UAEXPBVCDefClassBase@@@Z	30	568b74240857568bf9e82ff4ffff83c67083c770a5a5a566a55f5ec20400
004611a1	CAttackPatternDef::Copy	31	56578b7c240c578bf1e8210dfdff83c73c578d4e3ce8cb36ffff5f5ec20400
