address	name	length	bytes
00457916	CSpecialAbilitiesDrainLifeDef::GetSizeofClass	4	6a7058c3
004579a2	CSpecialAbilitiesHealLifeDef::GetSizeofClass	4	6a6058c3
00457a09	CSpecialAbilitiesGhostSwordDef::GetSizeofClass	4	6a5858c3
00457ac4	CSpecialAbilitiesTurncoatSpellDef::GetSizeofClass	4	6a7858c3
00457b52	CSpecialAbilitiesFireballSpellDef::GetSizeofClass	4	6a5458c3
00457de3	CSpecialAbilitiesSummonSpellDef::GetSizeofClass	4	6a6c58c3
00457e57	CSpecialAbilitiesBurntEffectDef::GetSizeofClass	4	6a5458c3
00457eb6	CSpecialAbilitiesElectrocutedEffectDef::GetSizeofClass	4	6a6c58c3
00457f0f	CSpecialAbilitiesDrunkennessDef::GetSizeofClass	4	6a5058c3
00457f8d	CSpecialAbilitiesThunderLightningStormDef::GetSizeofClass	4	6a6858c3
00457738	CSpecialAbilitiesEnflameDef::GetSizeofClass	6	b8a8000000c3
00457829	CSpecialAbilitiesPhysicalShieldDef::GetSizeofClass	6	b848010000c3
00457c7e	CSpecialAbilitiesLightningSpellDef::GetSizeofClass	6	b828010000c3
004580ef	CSpecialAbilitiesDivineWrathDef::GetSizeofClass	6	b8fc000000c3
004582b4	CSpecialAbilitiesUnholyPowerDef::GetSizeofClass	6	b8fc000000c3
0045151c	OnReadFinished	14	8b0185c0740750e8ecd47a0059c3
0042899b	operator--	16	8b118b420489018b4424048910c20800
00445960	GetConstantCount	16	8b81d40700002b81d0070000c1f803c3
00436380	IS_THING_ALIVE<CThingBuilding*>	21	8b0185c0740cf68091000000017503b001c332c0c3
00401fe0	DoEULAThings	22	51576880d62201ff1538fe43018bf885ff75035f59c3
00444d70	OnDie	23	568bf185f6740ee8c4e3ffff56e83a9c7b0083c4045ec3
00450dab	OnReadFinished	23	568bf1e8a2faffff8b3685f6740756e855dc7a00595ec3
00428cbf	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	24	568bf18b0e85c9740dff490475058b01ff50048326005ec3
0044eb34	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	24	568bf18b0e85c9740dff490475058b01ff50048326005ec3
004405d0	OnReadFinished	25	568bf1e818f8ffff8b3685f6740956e830e47b0083c4045ec3
00441670	OnReadFinished	25	568bf1e8b8f0ffff8b3685f6740956e890d37b0083c4045ec3
00457b72	OnDie	25	568bf18b464485c0740750e8926e7a00598bce5ee97587fdff
00457e77	OnDie	25	568bf18b464885c0740750e88d6b7a00598bce5ee97084fdff
0042a0ce	SetMiniMapRegionExitTextOffsetX	26	568bf1578b3e57e8e6f1ffff89068b4424105989385f5ec20800
0041ca52	AddExclusiveObserver	27	8b44240489813c010000c204008b813c010000c38b811c020000c3
0041cc70	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	27	568bf18b0e85c97410ff490475058b01ff5004c706000000005ec3
004433f0	_Umove<EWeaponClass*>	27	518b5424088d04245052c744240800000000e8e9f4ffff59c20400
0045773e	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e869727a00598bc65ec20400
0045775a	OnDie	28	568bf18b869800000085c0740750e8a7727a00598bce5ee98a8bfdff
0045782f	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e878717a00598bc65ec20400
0045791a	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e88d707a00598bc65ec20400
004579a6	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e801707a00598bc65ec20400
00457a67	`vector_deleting_destructor'	28	568bf1e89188fdfff644240801740756e8406f7a00598bc65ec20400
00457ac8	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e8df6e7a00598bc65ec20400
00457b56	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e8516e7a00598bc65ec20400
00457c84	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e8236d7a00598bc65ec20400
00457de7	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e8c06b7a00598bc65ec20400
00457e5b	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e84c6b7a00598bc65ec20400
00457eba	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e8ed6a7a00598bc65ec20400
00457f57	`vector_deleting_destructor'	28	568bf1e8a183fdfff644240801740756e8506a7a00598bc65ec20400
00458017	`vector_deleting_destructor'	28	568bf1e8e182fdfff644240801740756e890697a00598bc65ec20400
004580f5	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e8b2687a00598bc65ec20400
004582ba	`vector_deleting_destructor'	28	568bf1e814000000f644240801740756e8ed667a00598bc65ec20400
004133a0	`vector_deleting_destructor'	30	568bf1e838b75800f644240801740956e807b67e0083c4048bc65ec20400
00428c1a	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	30	568bf18b0e85c9740dff490475058b01ff50048326005ec38b0183c010c3
0043dd40	`vector_deleting_destructor'	30	568bf1e8c8d75500f644240801740956e8670c7c0083c4048bc65ec20400
00442980	`vector_deleting_destructor'	30	568bf1e8e8eefffff644240801740956e827c07b0083c4048bc65ec20400
00442cc0	`vector_deleting_destructor'	30	568bf1e8c8eefffff644240801740956e8e7bc7b0083c4048bc65ec20400
00442da0	`vector_deleting_destructor'	30	568bf1e808effffff644240801740956e807bc7b0083c4048bc65ec20400
00442f00	`vector_deleting_destructor'	30	568bf1e8d8effffff644240801740956e8a7ba7b0083c4048bc65ec20400
00443010	`vector_deleting_destructor'	30	568bf1e8b8f0fffff644240801740956e897b97b0083c4048bc65ec20400
00443080	`vector_deleting_destructor'	30	568bf1e808f1fffff644240801740956e827b97b0083c4048bc65ec20400
0044c030	`vector_deleting_destructor'	30	568bf1e808e1fffff644240801740956e877297b0083c4048bc65ec20400
00404f40	Enable	31	8a410884c0741532c9e812dd8a008a44240484c00f95c1e8d4018b00c20400
0043cac0	size	33	8b11568b71042bf2b8c94216b2f7ee03d6c1fa068bc2c1e81f03c25ec3ccccccc3
00447a40	OnEngineSurveyLMBHeld	33	8bc18b4c24048948048b4c2408c700c81823018b118950088b490489480cc20800
0041c9c0	`vector_deleting_destructor'	36	568bf1c7064cf82201e852645d00f644240801740956e8e11f7e0083c4048bc65ec20400
00411980	SetParentColour	37	8b41048b11568bf02bf0c1fe0285f67e0f578b38893a83c00483c2044e75f35f8951045ec3
0041c850	ConstructString	38	8b4424108b542408566a00508b4424108bf18b4c24185152508bcee8206f5c008bc65ec21000
0040f2c0	OnReadFinished	39	8b0185c0740750e848f77e0059c3cccc8b0185c0740750e838f77e0059c3cccc8b442404c20400
00413480	`vector_deleting_destructor'	39	568bf18d4e04c706b0e52201e84fb65800f644240801740956e81eb57e0083c4048bc65ec20400
004192b0	`vector_deleting_destructor'	39	568bf1e848105800f644240801740956e8f7567e0083c4048bc65ec20400cccc8b8194020000c3
00457ed6	~CPatchTesselationEdgeStrip	39	568bf18b465485c0740750e82e6b7a00598b464885c0740750e8206b7a00598bce5ee90384fdff
00428b37	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	40	568bf18b0e85c9740dff490475058b01ff50048326005ec3e9fc8f5d008bc18b4c24048908c20400
00436830	Hora	43	0fb6442404568b71048b49148d14808b5496040faf5424108b74240c8d04408b048103d68d04905ec20c00
004292c0	GetNoAllocatedAreas	44	8b4424048b480c85c9740a8bc18b480885c975f7c38b4804eb058bc18b49043b410c74f639480c74028bc1c3
0044f3de	_Dest_val<std::allocator<CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>,CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>	45	568bf18b460485c07419ff088b4604833800750f8b4808ff5004ff7604e8bcf57a0059832600836604005ec3c3
00449c30	PrepareForLoad	47	568bf18b46102b460c57c1f80233ff85c076198b4e0c8b0cb9e802d903008b56102b560c47c1fa023bfa72e75f5ec3
004038c0	`vector_constructor_iterator'	48	8b44240c487826538b5c2414558b6c2410568b742410578d78018d9b000000008bceffd303f54f75f75f5e5d5bc21000
00401400	`vector_constructor_iterator'	49	8b44240c538b5c240c8bcb0fafc8568b74240c03f1487814558b6c241c578d78012bf38bceffd54f75f75f5d5e5bc21000
00447e00	_Dest_val<std::allocator<std::pair<unsigned_long,CCountedPointer<CFaction>_>_>,std::pair<unsigned_long,CCountedPointer<CFaction>_>_>	49	568bf18b46085733ff3bc7741bff088b4608393875128b4808ff50048b460850e8976b7b0083c404897e04897e085f5ec3
0042fb80	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	50	568bf18b0e85c97410ff490475058b01ff5004c706000000005ec3cccccccccc8b44240485c0740750e866ee7c0059c20800
00415260	GetFontBankName	52	568bf1e808feffff83c0fc83f80e0f878c0000000fb68034534100ff2485145341006aff6860e922018bcee8609958008bc65ec3
00415350	GetFontBankName	52	568bf1e818fdffff83c0fc83f80e0f878c0000000fb68024544100ff2485045441006aff6814ea22018bcee8709858008bc65ec3
00415440	GetFontBankName	52	568bf1e828fcffff83c0fc83f80e0f878c0000000fb68014554100ff2485f45441006aff68ecea22018bcee8809758008bc65ec3
00415550	GetFontBankName	52	568bf1e818fbffff83c0fc83f80e0f878c0000000fb68024564100ff2485045641006aff68a0eb22018bcee8709658008bc65ec3
0041bb30	_Dest_val<std::allocator<CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>,CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>	53	568bf18b460485c0741cff088b460483380075128b4808ff50048b460450e8692e7e0083c404c70600000000c74604000000005ec3
00436740	_Dest_val<std::allocator<CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>,CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>	53	568bf18b460485c0741cff088b460483380075128b4808ff50048b460450e859827c0083c404c70600000000c74604000000005ec3
00440ad0	_Dest_val<std::allocator<CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>,CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>	53	568bf18b460485c0741cff088b460483380075128b4808ff50048b460450e8c9de7b0083c404c70600000000c74604000000005ec3
004579c2	~CPatchTesselationEdgeStrip	53	568bf18b465485c0740750e842707a00598b464885c0740750e834707a00598b463c85c0740750e826707a00598bce5ee90989fdff
004197b3	`vector_deleting_destructor'	54	568bf1e8bff3fffff644240801740756e8f4517e00598bc65ec20400cc83c108518b4c2408e8d3575800c204008b41042b01c1f802c3
