address	name	length	bytes
00c8bb10	AddChildPrimitive	3	33c0c3
00c4aa30	DrawGetEnvironment	4	8b4120c3
00c4c010	DrawGetEnvironment	4	8b4110c3
00c4c020	DrawGetEnvironment	4	8b4104c3
00c61c60	DrawGetEnvironment	4	8b4108c3
00c8a950	DrawGetEnvironment	4	8b4104c3
00c554e0	~CChunkedFileChunk	5	e9db750100
00c55510	~CChunkedFileChunk	5	e91b850100
00c55540	~CChunkedFileChunk	5	e93b920100
00c55570	~CChunkedFileChunk	5	e94b750100
00c555a0	~CChunkedFileChunk	5	e98b840100
00c555d0	~CChunkedFileChunk	5	e9ab910100
00c564b0	~CParticleEffect	5	e91b8ffeff
00c56850	~CParticleEffect	5	e97b8bfeff
00c568e0	~CParticleEffect	5	e9eb8afeff
00c763c0	InformOfEvent	5	e99b5ffcff
00c763d0	InformOfEvent	5	e99b5ffcff
00ca7a10	DestroyProceduralTextureVertexBuffers	5	e97b9e0000
00ca8090	AddChildPrimitive	5	33c0c20400
00ca8550	AddChildPrimitive	5	33c0c20400
00cb28e0	IsRunnable	6	a090e84301c3
00cd3ef0	GFGetPreMainMemoryUsed	6	a120e94301c3
00c8ccf0	ConsoleDisplayCSTimecode	7	8b010fb64004c3
00cbe0c0	SetCurrentThingManager	7	890df8e84301c3
00c59710	Clear	8	c7412c00000080c3
00c61c50	Clear	8	c7410800000000c3
00c9ea70	IsAllocatorFixedSize	8	8b048d90bd3a01c3
00ca3ef0	IsAllocatorFixedSize	8	d9048d70c53a01c3
00c4c000	GetChar	9	8b0103442404c20400
00cd23b9	HasPhysicsMesh	9	33c03941080f95c0c3
00c59880	AddExclusiveObserver	10	8b44240489410cc20800
00c73820	AddExclusiveObserver	10	8b442404894104c20400
00c77770	Clear	10	8bc1c7402800000000c3
00c8cd00	ConsoleDisplayCSTimecode	10	8b010fb6400583e001c3
00c8cd10	ConsoleDisplayCSTimecode	10	8b010fb6400583e002c3
00c8cd20	ConsoleDisplayCSTimecode	10	8b010fb6400583e004c3
00c8f050	CountReferences	10	8b411c8b80780e0000c3
00c4aa20	GetMemoryFootprint	11	8b41240faf4108034130c3
00c4bff0	DrawGetEnvironment	11	8b410c0faf442404c20400
00c6da30	~CChunkedFileChunk	11	c70190ed2b01e9f50b0000
00c6e780	~CChunkedFileChunk	11	c701b8ed2b01e9a5feffff
00cb8d10	DeleteData	11	85c974068b016a01ff10c3
00cf8850	_Dest_val<std::allocator<NCreatureHitNotification::CFlash>,NCreatureHitNotification::CFlash>	11	6a0083c108e8562abbffc3
00d29880	Main	11	83ec388b150ce943015355
00c49fe0	GetNextCirclePoint	12	8b41102b410c7903034104c3
00c4bf80	GetNextCirclePoint	12	8b41102b410c7903034104c3
00c5cea0	Init	12	33c089411489411889411cc3
00c8db10	_Dest_val<std::allocator<NCreatureHitNotification::CFlash>,NCreatureHitNotification::CFlash>	12	8bc16a018bcae8b5feffffc3
00c8db20	_Dest_val<std::allocator<NCreatureHitNotification::CFlash>,NCreatureHitNotification::CFlash>	12	8bc16a008bcae8a5feffffc3
00cb5ac0	_Cons_val<std::allocator<std::pair<EHeroMorphType,CParticleMorphs::CEntry>_>,std::pair<EHeroMorphType,CParticleMorphs::CEntry>,std::pair<enum_EHeroMorphType,class_CParticleMorphs::CEntry>_const&>	12	8d4c2404e81790ceffc20400
00cd3f40	operator_new	12	51b920e94301e855040000c3
00c4c2c0	GetFramesRemaining	13	8b41082b411050e804ffffffc3
00c60fe0	OnPostViewportChanged	13	8189680300000000008033c0c3
00cbe0b3	~CWideScreenMagicPauseEntities	13	8b098b016a00ff90ec050000c3
00c623f0	operator--	14	8b4424048b088b51048b02c20400
00c628c0	DrawGetWorldMap	14	8b410485c0750333c0c38b410cc3
00cb01b0	OnReadFinished	14	8b0185c0740750ff1530fe4301c3
00cb7940	IsActiveThreadTerminating	14	8b412c85c0750332c0c38a4005c3
00cd2d0b	OnReadFinished	14	8b0185c0740750e8fdbcf2ff59c3
00c62780	DrawGetWorldMap	15	8b410485c0750483c8ffc38b4108c3
00c75000	Init	15	33c089410889410c89411889411cc3
00c89be0	FtoL	15	51dd442408db1c248b042459c20800
00c8df60	DrawGetWorldMap	15	8b411c85c074048b0490c383c8ffc3
00ca3b10	FtoL	15	51dd442408db1c248b042459c20800
00cd1fb1	operator[]	15	8b4424048b098d04408d0481c20400
00cdd680	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00cddc80	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00ce1ac0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00ce7640	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00cefab0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00cf0780	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00cf9190	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00cf95e0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00cfaae0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00cfaf40	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d00a60	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d038b0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d12bf0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d13100	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d1cf90	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d23db0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d255b0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d27450	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d2a9e0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d2f7c0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d346f0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d3bbe0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d514f0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d55e60	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d61cf0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d665f0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d67860	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d69420	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d6f450	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d785b0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d7ae00	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d7c7d0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d80de0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d83570	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00d84cb0	SuspendableProcess	15	568bf18b4e38ff5634c64605015ec3
00c49640	OnShowTrophyInitialise	16	568bf18d4e1ce8a5090000ff46705ec3
00cb8220	_Dest_val<std::allocator<std::pair<long,CMusicManager::CRegisteredMusicEntry>_>,std::pair<long,CMusicManager::CRegisteredMusicEntry>_>	16	568bf1e818faffff8bce5ee940ffffff
00c969b0	_Cons_val<std::allocator<CCharString>,CCharString,char_const_(&)[5]>	17	83f801740b518d0c825150e840feffffc3
00d6bb80	SpawnEnemies	17	83ec188b44242453558b6c242433db3bc3
00c4c2d0	_Pop_heap_0<std::pair<unsigned_long,CSoundPair>*,std::pair<unsigned_long,class_CSoundPair>,CKeyPairCompareLess<unsigned_long,CSoundPair>_>	18	8b51108b411403c203410450e8effeffffc3
00c744e0	Init	18	b80000803f89410489410889410c894110c3
00c8d950	Close	18	33c089410889410c894110894114894118c3
00c9cb40	Hora	18	8b48100faf4c240403ca8b108b048ac20400
00cbfab8	SetMiniMapRegionExitTextOffsetX	18	5651b910e943018bf2e8eb3e010089305ec3
00c4bfa0	IsAligned	19	8b44240433d2f7710c8bc2f7d81bc040c20400
00c61cf0	SetMiniMapRegionExitTextOffsetY	19	8b44240450e8e6ffffff8b48048b4138c20400
00c62440	SetMiniMapRegionExitTextOffsetY	19	8b44240450e8a6ffffff8b48048b4138c20400
00caa6e0	Uninitialise	19	8b0185c074068b0850ff5108c3cccccc8b01c3
00caef70	operator()	19	8b4424048b00ff6030cccccccccccccc8bc1c3
00caf070	AddLineToDrawBuffer	19	85c9740883c104e934ffffff33c9e92dffffff
00cb6400	_Dest_val<std::allocator<std::pair<long,CMusicManager::CRegisteredMusicEntry>_>,std::pair<long,CMusicManager::CRegisteredMusicEntry>_>	19	568bf18d4e0ce8d586ceff8bce5ee9cd86ceff
00cd26d7	_Umove<EWeaponClass*>	19	558bec8d450b50ff7508e82dffffff5dc20400
00cd27b4	~CPair	19	568bf18d4e04e8114db1ff8bce5ee919c3ccff
00cd44e0	_Dest_val<std::allocator<std::pair<long,CMusicManager::CRegisteredMusicEntry>_>,std::pair<long,CMusicManager::CRegisteredMusicEntry>_>	19	568bf18d4e04e8f5a5ccff8bce5ee9eda5ccff
00cd45c0	_Dest_val<std::allocator<std::pair<long,CMusicManager::CRegisteredMusicEntry>_>,std::pair<long,CMusicManager::CRegisteredMusicEntry>_>	19	568bf18d4e04e815a5ccff8bce5ee90da5ccff
00cd4fd0	_Dest_val<std::allocator<std::pair<long,CMusicManager::CRegisteredMusicEntry>_>,std::pair<long,CMusicManager::CRegisteredMusicEntry>_>	19	568bf18d4e04e8059bccff8bce5ee9fd9accff
00c54170	ChangeCameraAngle	20	568bf18d8e84050000e852620100c64604005ec3
00c8d4f0	GetSelectedCategory	20	8b410803c23b41047e0483c8ffc389410833c0c3
00cb0e90	PrepareForLoad	20	568bf18b46046aff50ff15acfe43018b460c5ec3
00cd2290	SetMiniMapRegionExitTextOffsetX	20	568bf1ff36e8267075ff8906598bc65ec333c0c3
00cd3187	SetMiniMapRegionExitTextOffsetX	20	ff742408e8f6f9ffff8b4c240489018bc1c20800
00cd4470	~CTimer	20	8bc18b0df8e843018b008b1150ff9260010000c3
00c61be0	GetFramesRemaining	21	8b41088b5104568b742408893482ff41085ec20400
00c62350	SetLungedThisFrame	21	51ff1524014401890424db0424d80d1cc8290159c3
00c69680	~CChunkedFileChunk	21	c70178952b01e9c5ad0000cccccccccce94bae0000
00c6ad70	SetCapacity	21	8bc18d481b83e1f0c700c4952b0189881c020000c3
00c73770	SetDefaultString	21	a0c0cc430184c0568bf17505e8dffeffff8bc65ec3
00c91800	DrawGetEnvironment	21	8b4108c3cccccccccccccccccccccccce9ebffffff
00ce11b0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00cf67f0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00cfdf50	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d03270	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d0ed60	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d17290	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d20710	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d245c0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d26110	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d29790	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d2d680	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d2ffb0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d38ca0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d445d0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d50bc0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d52420	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d58410	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d5add0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d5dfd0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d64320	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d671f0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d68e20	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d6b6a0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d72af0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d7a9b0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d7c3f0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d7fbc0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d82320	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00d845b0	SuspendableProcess	21	568bf18b4e3485c9740b8b01ff5004c64605015ec3
00c56490	_Dest_val<std::allocator<std::pair<long,CMusicManager::CRegisteredMusicEntry>_>,std::pair<long,CMusicManager::CRegisteredMusicEntry>_>	22	568bf18d8e10010000e832b101008bce5ee97affffff
